"","X","subjid","weekday","ageyears","agegroup","language","order","timelinefirst","task","linenum","itemtype","itemnum","item","linelength","distfrommid","distfrommid_2","response1","response2","response","correctr","prompts","exclude","DaysOfWeek_Correct","Num_Prompts","correctR","correct","dist.error","dist.error.a","resp.stat","resp.stat.1","item.stat","stat.correct","stat.correct.1","resp.remoteness","cor.remote"
"5732",5732,"73",2,6.347945205,"6","english",1,NA,"calendar",3,"deictic",3,"tomorrow",NA,NA,NA,5,NA,5,5,0,0,NA,NA,5,1,0,0,1,1,1,1,1,1,1
"5733",5733,"73",2,6.347945205,"6","english",1,NA,"calendar",4,"deictic",4,"aftertomorrow",NA,NA,NA,6,NA,6,6,0,0,NA,NA,6,1,0,0,1,1,1,1,1,2,1
"5734",5734,"73",2,6.347945205,"6","english",1,NA,"calendar",NA,"verbal",2,"aftertoday",NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,1,1,0,0,0,0,1,0,0,NA,NA
"5735",5735,"73",2,6.347945205,"6","english",1,NA,"calendar",NA,"verbal",3,"beforetoday",NA,NA,NA,NA,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"5736",5736,"73",2,6.347945205,"6","english",1,NA,"calendar",NA,"verbal",4,"today",NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5737",5737,"73",2,6.347945205,"6","english",1,NA,"calendar",NA,"verbal",5,"yesterday",NA,NA,NA,NA,NA,3,2,NA,0,NA,NA,1,0,-2,2,0,0,0,1,1,NA,NA
"5738",5738,"73",2,6.347945205,"6","english",1,NA,"calendar",NA,"verbal",6,"tomorrow",NA,NA,NA,NA,NA,2,4,NA,0,NA,NA,3,0,1,1,0,0,1,0,0,NA,NA
"5739",5739,"73",2,6.347945205,"6","english",1,0,"timeline",1,"event",1,"breakfast",14,-0.7,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5740",5740,"73",2,6.347945205,"6","english",1,0,"timeline",1,"event",2,"nextbday",14,5.4,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5741",5741,"73",2,6.347945205,"6","english",1,0,"timeline",1,"event",3,"dinner",14,6.8,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5742",5742,"73",2,6.347945205,"6","english",1,0,"timeline",1,"event",4,"lastbday",14,-3.3,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5743",5743,"73",2,6.347945205,"6","english",1,0,"timeline",2,"deictic",1,"lastweek",14,-5.4,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5744",5744,"73",2,6.347945205,"6","english",1,0,"timeline",2,"deictic",2,"tomorrow",14,3.2,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5745",5745,"73",2,6.347945205,"6","english",1,0,"timeline",2,"deictic",3,"tonight",14,0,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"5746",5746,"73",2,6.347945205,"6","english",1,0,"timeline",2,"deictic",4,"thismorning",14,-4.5,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5747",5747,"73",2,6.347945205,"6","english",1,0,"timeline",3,"deictic",1,"nextweek",14,4.8,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5748",5748,"73",2,6.347945205,"6","english",1,0,"timeline",3,"deictic",2,"nextyear",14,6.8,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5749",5749,"73",2,6.347945205,"6","english",1,0,"timeline",3,"deictic",3,"yesterday",14,-3.4,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5750",5750,"73",2,6.347945205,"6","english",1,0,"timeline",3,"deictic",4,"lastyear",14,-6.5,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5751",5751,"73",2,6.347945205,"6","english",1,0,"timeline",4,"deictic",1,"yesterday",14,-2.6,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5752",5752,"73",2,6.347945205,"6","english",1,0,"timeline",4,"deictic",2,"tomorrow",14,1.6,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5753",5753,"73",2,6.347945205,"6","english",1,0,"timeline",4,"deictic",3,"aftertomorrow",14,4.2,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5754",5754,"73",2,6.347945205,"6","english",1,0,"timeline",4,"deictic",4,"beforeyesterday",14,-6.1,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5755",5755,"74",2,5.279452055,"5","english",2,NA,"calendar",NA,"verbal",1,"daysofweek",NA,NA,NA,NA,NA,0,7,7,0,0,"7",7,0,7,7,0,0,0,1,1,NA,NA
"5756",5756,"74",2,5.279452055,"5","english",2,NA,"calendar",1,"deictic",1,"yesterday",NA,NA,NA,6,2,2,3,1,0,NA,NA,3,0,1,1,0,1,0,1,0,2,0
"5757",5757,"74",2,5.279452055,"5","english",2,NA,"calendar",2,"deictic",2,"tomorrow",NA,NA,NA,1,6,6,5,1,0,NA,NA,5,0,-1,1,1,0,1,1,0,2,0
"5758",5758,"74",2,5.279452055,"5","english",2,NA,"calendar",3,"deictic",3,"beforeyesterday",NA,NA,NA,2,NA,2,2,0,0,NA,NA,2,1,0,0,0,0,0,1,1,2,1
"5759",5759,"74",2,5.279452055,"5","english",2,NA,"calendar",4,"deictic",4,"aftertomorrow",NA,NA,NA,6,NA,6,6,0,0,NA,NA,6,1,0,0,1,1,1,1,1,2,1
"5760",5760,"74",2,5.279452055,"5","english",2,NA,"calendar",NA,"verbal",2,"aftertoday",NA,NA,NA,NA,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,1,0,0,NA,NA
"5761",5761,"74",2,5.279452055,"5","english",2,NA,"calendar",NA,"verbal",3,"beforetoday",NA,NA,NA,NA,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"5762",5762,"74",2,5.279452055,"5","english",2,NA,"calendar",NA,"verbal",4,"today",NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5763",5763,"74",2,5.279452055,"5","english",2,NA,"calendar",NA,"verbal",5,"yesterday",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5764",5764,"74",2,5.279452055,"5","english",2,NA,"calendar",NA,"verbal",6,"tomorrow",NA,NA,NA,NA,NA,1,4,NA,0,NA,NA,3,0,2,2,0,0,1,0,0,NA,NA
"5765",5765,"74",2,5.279452055,"5","english",2,0,"timeline",1,"event",1,"lastbday",14,-6.8,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5766",5766,"74",2,5.279452055,"5","english",2,0,"timeline",1,"event",2,"dinner",14,6.8,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5767",5767,"74",2,5.279452055,"5","english",2,0,"timeline",1,"event",3,"nextbday",14,0,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"5768",5768,"74",2,5.279452055,"5","english",2,0,"timeline",1,"event",4,"breakfast",14,-6.9,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5769",5769,"74",2,5.279452055,"5","english",2,0,"timeline",2,"deictic",1,"thismorning",14,-6.8,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5770",5770,"74",2,5.279452055,"5","english",2,0,"timeline",2,"deictic",2,"tonight",14,0,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"5771",5771,"74",2,5.279452055,"5","english",2,0,"timeline",2,"deictic",3,"tomorrow",14,0.1,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5772",5772,"74",2,5.279452055,"5","english",2,0,"timeline",2,"deictic",4,"lastweek",14,6.8,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"5773",5773,"74",2,5.279452055,"5","english",2,0,"timeline",3,"deictic",1,"lastyear",14,6.8,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"5774",5774,"74",2,5.279452055,"5","english",2,0,"timeline",3,"deictic",2,"yesterday",14,-6.9,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5775",5775,"74",2,5.279452055,"5","english",2,0,"timeline",3,"deictic",3,"nextyear",14,0,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"5776",5776,"74",2,5.279452055,"5","english",2,0,"timeline",3,"deictic",4,"nextweek",14,-6.8,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"5777",5777,"74",2,5.279452055,"5","english",2,0,"timeline",4,"deictic",1,"tomorrow",14,-6.8,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"5778",5778,"74",2,5.279452055,"5","english",2,0,"timeline",4,"deictic",2,"yesterday",14,-6.9,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5779",5779,"74",2,5.279452055,"5","english",2,0,"timeline",4,"deictic",3,"beforeyesterday",14,0,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5780",5780,"74",2,5.279452055,"5","english",2,0,"timeline",4,"deictic",4,"aftertomorrow",14,6.8,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5781",5781,"75",4,4.898630137,"4","english",1,NA,"calendar",NA,"verbal",1,"daysofweek",NA,NA,NA,NA,NA,7,7,5,0,0,"5",7,1,0,0,1,0,0,0,1,NA,NA
"5782",5782,"75",4,4.898630137,"4","english",1,NA,"calendar",1,"deictic",1,"yesterday",NA,NA,NA,7,3,3,3,1,0,NA,NA,3,1,0,0,0,1,0,1,0,1,1
"5783",5783,"75",4,4.898630137,"4","english",1,NA,"calendar",2,"deictic",2,"beforeyesterday",NA,NA,NA,7,2,2,2,1,0,NA,NA,2,1,0,0,0,1,0,1,0,2,1
"5784",5784,"75",4,4.898630137,"4","english",1,NA,"calendar",3,"deictic",3,"tomorrow",NA,NA,NA,5,NA,5,5,0,0,NA,NA,5,1,0,0,1,1,1,1,1,1,1
"5785",5785,"75",4,4.898630137,"4","english",1,NA,"calendar",4,"deictic",4,"aftertomorrow",NA,NA,NA,1,6,6,6,1,0,NA,NA,6,1,0,0,1,0,1,1,0,2,1
"5786",5786,"75",4,4.898630137,"4","english",1,NA,"calendar",NA,"verbal",2,"aftertoday",NA,NA,NA,NA,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,1,0,0,NA,NA
"5787",5787,"75",4,4.898630137,"4","english",1,NA,"calendar",NA,"verbal",3,"beforetoday",NA,NA,NA,NA,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"5788",5788,"75",4,4.898630137,"4","english",1,NA,"calendar",NA,"verbal",4,"today",NA,NA,NA,NA,NA,NA,5,NA,0,NA,NA,4,NA,NA,NA,0,0,0,1,1,NA,NA
"5789",5789,"75",4,4.898630137,"4","english",1,NA,"calendar",NA,"verbal",5,"yesterday",NA,NA,NA,NA,NA,1,4,NA,0,NA,NA,3,0,2,2,0,0,0,1,1,NA,NA
"5790",5790,"75",4,4.898630137,"4","english",1,NA,"calendar",NA,"verbal",6,"tomorrow",NA,NA,NA,NA,NA,5,6,NA,0,NA,NA,5,1,0,0,1,0,1,1,0,NA,NA
"5791",5791,"75",4,4.898630137,"4","english",2,0,"timeline",1,"event",1,"lastbday",14,-2,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5792",5792,"75",4,4.898630137,"4","english",2,0,"timeline",1,"event",2,"dinner",14,6.1,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5793",5793,"75",4,4.898630137,"4","english",2,0,"timeline",1,"event",3,"nextbday",14,4.3,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5794",5794,"75",4,4.898630137,"4","english",2,0,"timeline",1,"event",4,"breakfast",14,1.9,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"5795",5795,"75",4,4.898630137,"4","english",2,0,"timeline",2,"deictic",1,"thismorning",14,5.3,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"5796",5796,"75",4,4.898630137,"4","english",2,0,"timeline",2,"deictic",2,"tonight",14,6.8,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5797",5797,"75",4,4.898630137,"4","english",2,0,"timeline",2,"deictic",3,"tomorrow",14,-2.6,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"5798",5798,"75",4,4.898630137,"4","english",2,0,"timeline",2,"deictic",4,"lastweek",14,6.7,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"5799",5799,"75",4,4.898630137,"4","english",2,0,"timeline",3,"deictic",1,"lastyear",14,6.8,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"5800",5800,"75",4,4.898630137,"4","english",2,0,"timeline",3,"deictic",2,"yesterday",14,2.7,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"5801",5801,"75",4,4.898630137,"4","english",2,0,"timeline",3,"deictic",3,"nextyear",14,2.9,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5802",5802,"75",4,4.898630137,"4","english",2,0,"timeline",3,"deictic",4,"nextweek",14,4.5,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5803",5803,"75",4,4.898630137,"4","english",2,0,"timeline",4,"deictic",1,"tomorrow",14,6.8,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5804",5804,"75",4,4.898630137,"4","english",2,0,"timeline",4,"deictic",2,"yesterday",14,-2.4,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5805",5805,"75",4,4.898630137,"4","english",2,0,"timeline",4,"deictic",3,"beforeyesterday",14,3.1,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"5806",5806,"75",4,4.898630137,"4","english",2,0,"timeline",4,"deictic",4,"aftertomorrow",14,4.8,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5807",5807,"76",4,6.15890411,"6","english",3,NA,"calendar",NA,"verbal",1,"daysofweek",NA,NA,NA,NA,NA,6,7,1,0,0,"1",7,0,1,1,1,0,0,0,1,NA,NA
"5808",5808,"76",4,6.15890411,"6","english",3,NA,"calendar",1,"deictic",1,"tomorrow",NA,NA,NA,7,6,6,5,1,0,NA,NA,5,0,-1,1,1,1,1,1,1,2,0
"5809",5809,"76",4,6.15890411,"6","english",3,NA,"calendar",2,"deictic",2,"beforeyesterday",NA,NA,NA,3,2,2,2,1,0,NA,NA,2,1,0,0,0,0,0,1,1,2,1
"5810",5810,"76",4,6.15890411,"6","english",3,NA,"calendar",3,"deictic",3,"aftertomorrow",NA,NA,NA,1,6,6,6,1,0,NA,NA,6,1,0,0,1,0,1,1,0,2,1
"5811",5811,"76",4,6.15890411,"6","english",3,NA,"calendar",4,"deictic",4,"yesterday",NA,NA,NA,1,3,3,3,1,0,NA,NA,3,1,0,0,0,0,0,1,1,1,1
"5812",5812,"76",4,6.15890411,"6","english",3,NA,"calendar",NA,"verbal",2,"aftertoday",NA,NA,NA,NA,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,1,0,0,NA,NA
"5813",5813,"76",4,6.15890411,"6","english",3,NA,"calendar",NA,"verbal",3,"beforetoday",NA,NA,NA,NA,NA,2,2,NA,0,NA,NA,2,1,0,0,0,0,0,1,1,NA,NA
"5814",5814,"76",4,6.15890411,"6","english",3,NA,"calendar",NA,"verbal",4,"today",NA,NA,NA,NA,NA,5,5,NA,0,NA,NA,4,0,-1,1,1,0,0,0,1,NA,NA
"5815",5815,"76",4,6.15890411,"6","english",3,NA,"calendar",NA,"verbal",5,"yesterday",NA,NA,NA,NA,NA,4,4,NA,0,NA,NA,3,0,-1,1,0,0,0,1,1,NA,NA
"5816",5816,"76",4,6.15890411,"6","english",3,NA,"calendar",NA,"verbal",6,"tomorrow",NA,NA,NA,NA,NA,7,6,NA,0,NA,NA,5,0,-2,2,1,0,1,1,0,NA,NA
"5817",5817,"76",4,6.15890411,"6","english",1,0,"timeline",1,"event",1,"breakfast",14,0,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5818",5818,"76",4,6.15890411,"6","english",1,0,"timeline",1,"event",2,"nextbday",14,6.7,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5819",5819,"76",4,6.15890411,"6","english",1,0,"timeline",1,"event",3,"dinner",14,6.8,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5820",5820,"76",4,6.15890411,"6","english",1,0,"timeline",1,"event",4,"lastbday",14,-0.1,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5821",5821,"76",4,6.15890411,"6","english",1,0,"timeline",2,"deictic",1,"lastweek",14,0,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5822",5822,"76",4,6.15890411,"6","english",1,0,"timeline",2,"deictic",2,"tomorrow",14,6.8,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5823",5823,"76",4,6.15890411,"6","english",1,0,"timeline",2,"deictic",3,"tonight",14,6.7,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5824",5824,"76",4,6.15890411,"6","english",1,0,"timeline",2,"deictic",4,"thismorning",14,-6.9,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5825",5825,"76",4,6.15890411,"6","english",1,0,"timeline",3,"deictic",1,"nextweek",14,0,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"5826",5826,"76",4,6.15890411,"6","english",1,0,"timeline",3,"deictic",2,"nextyear",14,6.9,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5827",5827,"76",4,6.15890411,"6","english",1,0,"timeline",3,"deictic",3,"yesterday",14,-6.8,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5828",5828,"76",4,6.15890411,"6","english",1,0,"timeline",3,"deictic",4,"lastyear",14,-6.9,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5829",5829,"76",4,6.15890411,"6","english",1,0,"timeline",4,"deictic",1,"yesterday",14,-6.9,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5830",5830,"76",4,6.15890411,"6","english",1,0,"timeline",4,"deictic",2,"tomorrow",14,0,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"5831",5831,"76",4,6.15890411,"6","english",1,0,"timeline",4,"deictic",3,"aftertomorrow",14,6.9,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5832",5832,"76",4,6.15890411,"6","english",1,0,"timeline",4,"deictic",4,"beforeyesterday",14,0.2,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"5833",5833,"77",5,6.487671233,"6","english",2,NA,"calendar",NA,"verbal",1,"daysofweek",NA,NA,NA,NA,NA,7,7,1,0,0,"1",7,1,0,0,1,0,0,0,1,NA,NA
"5834",5834,"77",5,6.487671233,"6","english",2,NA,"calendar",1,"deictic",1,"yesterday",NA,NA,NA,3,NA,3,3,0,0,NA,NA,3,1,0,0,0,0,0,1,1,1,1
"5835",5835,"77",5,6.487671233,"6","english",2,NA,"calendar",2,"deictic",2,"tomorrow",NA,NA,NA,5,NA,5,5,0,0,NA,NA,5,1,0,0,1,1,1,1,1,1,1
"5836",5836,"77",5,6.487671233,"6","english",2,NA,"calendar",3,"deictic",3,"beforeyesterday",NA,NA,NA,2,NA,2,2,0,0,NA,NA,2,1,0,0,0,0,0,1,1,2,1
"5837",5837,"77",5,6.487671233,"6","english",2,NA,"calendar",4,"deictic",4,"aftertomorrow",NA,NA,NA,6,NA,6,6,0,0,NA,NA,6,1,0,0,1,1,1,1,1,2,1
"5838",5838,"77",5,6.487671233,"6","english",2,NA,"calendar",NA,"verbal",2,"aftertoday",NA,NA,NA,NA,NA,2,1,NA,0,NA,NA,1,0,-1,1,0,0,1,0,0,NA,NA
"5839",5839,"77",5,6.487671233,"6","english",2,NA,"calendar",NA,"verbal",3,"beforetoday",NA,NA,NA,NA,NA,1,2,NA,0,NA,NA,2,0,1,1,0,0,0,1,1,NA,NA
"5840",5840,"77",5,6.487671233,"6","english",2,NA,"calendar",NA,"verbal",4,"today",NA,NA,NA,NA,NA,2,6,NA,0,NA,NA,5,0,3,3,0,0,0,1,1,NA,NA
"5841",5841,"77",5,6.487671233,"6","english",2,NA,"calendar",NA,"verbal",5,"yesterday",NA,NA,NA,NA,NA,6,5,NA,0,NA,NA,4,0,-2,2,1,0,0,0,1,NA,NA
"5842",5842,"77",5,6.487671233,"6","english",2,NA,"calendar",NA,"verbal",6,"tomorrow",NA,NA,NA,NA,NA,7,7,NA,0,NA,NA,6,0,-1,1,1,0,1,1,0,NA,NA
"5843",5843,"77",5,6.487671233,"6","english",1,0,"timeline",1,"event",1,"breakfast",14,-6.9,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"5844",5844,"77",5,6.487671233,"6","english",1,0,"timeline",1,"event",2,"nextbday",14,0,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"5845",5845,"77",5,6.487671233,"6","english",1,0,"timeline",1,"event",3,"dinner",14,6.9,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5846",5846,"77",5,6.487671233,"6","english",1,0,"timeline",1,"event",4,"lastbday",14,-6.9,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5847",5847,"77",5,6.487671233,"6","english",1,0,"timeline",2,"deictic",1,"lastweek",14,6.9,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"5848",5848,"77",5,6.487671233,"6","english",1,0,"timeline",2,"deictic",2,"tomorrow",14,0,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"5849",5849,"77",5,6.487671233,"6","english",1,0,"timeline",2,"deictic",3,"tonight",14,-6.8,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"5850",5850,"77",5,6.487671233,"6","english",1,0,"timeline",2,"deictic",4,"thismorning",14,6.8,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"5851",5851,"77",5,6.487671233,"6","english",1,0,"timeline",3,"deictic",1,"nextweek",14,-6.9,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"5852",5852,"77",5,6.487671233,"6","english",1,0,"timeline",3,"deictic",2,"nextyear",14,-0.1,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,0,0,1,0,0,NA,NA
"5853",5853,"77",5,6.487671233,"6","english",1,0,"timeline",3,"deictic",3,"yesterday",14,6.9,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"5854",5854,"77",5,6.487671233,"6","english",1,0,"timeline",3,"deictic",4,"lastyear",14,-6.8,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5855",5855,"77",5,6.487671233,"6","english",1,0,"timeline",4,"deictic",1,"yesterday",14,0.1,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"5856",5856,"77",5,6.487671233,"6","english",1,0,"timeline",4,"deictic",2,"tomorrow",14,-6.9,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"5857",5857,"77",5,6.487671233,"6","english",1,0,"timeline",4,"deictic",3,"aftertomorrow",14,6.7,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5858",5858,"77",5,6.487671233,"6","english",1,0,"timeline",4,"deictic",4,"beforeyesterday",14,-0.1,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"5859",5859,"78",5,4.457534247,"4","english",2,1,"timeline",1,"event",1,"lastbday",14,1.9,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA
"5860",5860,"78",5,4.457534247,"4","english",2,1,"timeline",1,"event",2,"dinner",14,3.7,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,1,1,1,1,1,NA,NA
"5861",5861,"78",5,4.457534247,"4","english",2,1,"timeline",1,"event",3,"nextbday",14,5.7,NA,NA,NA,NA,4,NA,0,NA,NA,4,NA,NA,NA,1,1,1,1,1,NA,NA
"5862",5862,"78",5,4.457534247,"4","english",2,1,"timeline",1,"event",4,"breakfast",14,6.3,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"5863",5863,"78",5,4.457534247,"4","english",2,1,"timeline",2,"deictic",1,"thismorning",14,6,NA,NA,NA,NA,2,NA,0,NA,NA,2,NA,NA,NA,1,1,0,0,0,NA,NA
"5864",5864,"78",5,4.457534247,"4","english",2,1,"timeline",2,"deictic",2,"tonight",14,-3.1,NA,NA,NA,NA,3,NA,0,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
